52,288
52,331
52,268
52,528
52,500
53,496
53,577
53,293
53,568
54,289
54,354
54,515
54,73
54,366
54,79
54,372
54,405
54,437
55,568
55,332
55,269
55,117
56,577
56,195
56,548
56,585
56,298
56,556
56,462
56,562
56,515
56,186
57,160
57,385
57,232
57,236
57,399
57,541
57,318
58,547
58,422
58,396
58,594
58,436
59,520
59,171
59,109
59,559
59,424
59,435
59,151
60,544
60,363
60,522
60,535
60,147
60,116
60,215
61,384
61,514
61,99
61,68
61,301
61,367
61,120
62,356
62,454
62,201
62,499
62,342
62,87
63,259
63,412
63,326
63,559
64,560
64,568
64,531
64,408
64,121
64,316
65,450
65,84
65,535
65,308
65,447
66,557
66,82
66,119
66,410
66,414
67,178
67,334
68,97
68,419
68,516
68,485
68,331
68,237
68,245
68,406
68,506
69,578
69,547
69,201
69,138
69,139
69,559
69,121
69,350
70,485
70,588
70,177
70,467
70,116
71,417
71,258
71,229
71,246
71,327
71,438
71,219
71,509
71,382
72,486
72,137
72,362
72,175
72,530
72,83
73,450
73,387
73,522
73,367
73,399
74,97
74,82
74,339
74,434
74,247
75,587
75,459
75,119
76,322
76,484
76,110
76,244
76,308
76,476
77,416
77,230
77,407
77,524
77,400
77,595
77,414
77,374
77,105
77,446
77,575
79,482
79,421
79,593
79,104
79,108
79,589
79,429
79,437
79,504
80,433
80,331
80,144
80,593
80,443
80,509
81,259
81,521
81,234
81,280
81,88
81,571
81,476
82,457
82,589
82,504
82,181
82,280
82,473
82,379
82,316
83,227
83,198
83,527
83,593
83,404
83,375
83,380
84,352
84,551
84,204
84,145
84,119
85,456
85,555
85,172
85,493
85,470
85,407
85,186
85,127
86,536
86,370
86,166
86,374
86,335
87,507
87,204
87,127
88,191
88,414
88,505
89,513
89,338
89,244
89,342
89,311
90,555
90,330
90,363
90,309
91,329
91,148
91,461
91,567
92,357
92,271
92,594
92,341
92,345
93,295
93,586
93,583
93,272
93,245
93,346
93,284
94,392
94,143
95,129
95,127
95,301
95,230
95,151
96,576
96,581
96,104
96,557
96,142
96,174
96,439
97,389
97,585
97,253
97,159
98,228
98,489
98,330
98,120
98,435
98,534
98,536
98,285
99,101
99,295
99,311
99,536
99,347
99,220
99,445
100,384
100,431
100,498
100,473
100,511
101,512
101,417
101,460
101,423
102,344
102,201
102,358
102,598
103,186
103,346
103,173
103,294
104,290
104,599
104,176
104,147
104,119
104,316
105,386
105,268
105,592
105,531
105,506
105,250
106,547
106,356
106,166
106,462
106,400
106,185
107,448
107,130
107,483
107,263
107,555
107,335
107,541
107,158
107,575
108,197
108,425
108,142
108,339
108,597
108,569
108,477
108,415
109,392
109,557
109,278
109,505
110,576
110,225
110,259
110,136
110,283
110,573
111,445
111,458
111,404
111,378
111,143
112,297
112,547
112,599
113,473
113,225
113,301
113,158
113,295
114,540
114,236
114,209
114,404
114,469
114,282
114,341
115,336
115,297
115,404
115,549
115,127
116,544
116,384
116,194
116,579
116,551
116,124
116,302
116,243
117,398
117,591
117,435
117,405
117,123
117,316
118,568
118,592
118,263
119,521
119,424
119,210
120,327
120,334
120,306
120,157
120,127
121,195
121,560
121,273
121,500
122,160
122,279
122,286
122,415
123,480
123,411
123,149
123,399
124,272
124,327
124,368
124,401
124,435
124,469
124,280
124,442
124,221
124,446
125,129
125,583
125,471
126,560
126,274
126,181
127,360
127,330
127,338
127,146
127,310
127,248
127,190
128,426
129,131
129,428
129,140
129,239
129,468
129,278
129,591
129,287
130,160
130,326
130,328
130,588
130,141
131,164
131,305
131,184
131,255
132,347
132,360
132,332
132,495
132,279
132,475
133,541
133,430
134,262
134,592
134,216
134,504
134,572
135,551
135,587
135,172
135,370
135,566
135,378
136,202
136,589
136,145
136,248
136,540
137,368
137,534
137,439
138,448
138,397
138,302
138,535
138,197
139,527
139,246
139,439
140,518
140,340
140,370
140,436
140,598
140,152
140,441
141,160
141,184
141,507
142,260
142,144
142,380
143,145
143,215
143,281
143,187
144,552
144,587
144,212
144,409
144,244
144,445
145,229
145,266
145,459
145,206
145,534
146,544
146,379
146,319
146,191
147,160
147,168
147,211
147,313
148,416
148,315
148,421
148,566
148,281
148,191
149,357
149,591
149,561
149,547
149,373
149,186
149,315
150,288
150,275
150,593
150,407
151,162
151,355
151,360
151,178
151,343
151,377
152,193
152,583
152,564
152,279
152,187
153,352
153,416
153,210
153,479
153,583
154,419
154,589
154,526
154,500
154,398
154,214
154,440
155,261
155,358
155,561
155,402
156,232
156,563
156,365
157,297
157,326
158,224
158,488
158,432
158,434
158,340
158,222
159,420
160,591
160,500
160,566
160,375
160,175
161,529
161,395
161,284
161,398
162,545
162,424
162,390
162,360
162,554
162,267
162,525
162,465
162,402
162,342
162,346
162,381
162,574
163,343
163,451
163,405
163,406
163,527
164,593
164,556
164,380
165,267
165,278
165,504
165,506
165,479
165,543
166,552
166,598
167,464
167,384
167,399
168,248
168,559
168,223
169,427
169,191
169,562
169,479
169,222
170,571
170,227
170,436
171,531
171,392
171,554
171,461
172,298
172,427
172,598
172,378
172,444
173,221
173,178
173,317
173,231
174,454
175,200
175,269
175,199
176,312
176,362
176,276
176,431
177,427
177,294
177,555
177,335
177,405
177,310
177,345
177,446
178,455
178,490
178,269
178,304
179,194
179,356
179,557
179,238
179,239
179,548
179,574
180,550
180,461
180,498
180,567
180,505
180,506
180,350
181,480
181,193
181,290
181,293
181,453
182,532
182,235
182,396
183,240
183,322
183,355
183,435
184,452
184,428
184,404
184,597
184,532
185,521
185,300
185,557
185,341
185,444
186,461
186,407
186,190
186,447
187,545
187,231
187,392
187,429
187,562
188,530
188,227
188,373
189,544
189,353
189,579
189,278
189,548
189,349
190,314
190,542
191,419
191,263
192,258
192,214
192,496
192,534
192,475
193,338
194,329
194,394
194,309
194,537
194,317
195,321
195,290
195,359
195,586
195,455
195,400
195,275
196,323
196,390
196,529
196,215
197,481
197,391
197,552
197,527
197,586
197,319
198,228
198,325
198,295
198,267
198,274
198,534
198,420
199,260
199,491
199,365
199,238
199,237
199,461
199,475
199,349
199,510
200,297
200,521
201,224
201,262
201,227
201,324
201,487
201,489
201,302
201,495
201,309
202,274
202,332
203,253
203,495
204,449
204,324
204,407
204,427
204,341
204,312
205,288
205,323
205,522
205,503
205,313
205,554
206,356
206,557
206,340
206,538
206,413
207,488
207,306
207,518
207,407
208,214
208,286
208,319
209,226
209,293
209,550
209,359
209,540
209,450
209,241
209,501
209,316
209,476
210,224
211,352
211,517
211,430
211,464
211,244
211,441
212,249
212,378
212,471
212,343
213,289
213,229
213,454
213,402
213,437
213,567
214,564
214,535
215,528
215,529
215,309
215,251
215,223
216,514
216,460
216,373
217,456
217,300
217,406
217,270
218,322
218,291
218,295
218,493
218,281
218,377
219,283
219,548
219,437
219,398
220,428
221,419
221,516
221,517
221,326
221,295
221,297
221,428
221,468
222,513
222,235
222,422
222,265
222,587
222,335
223,283
223,587
223,381
224,342
224,308
224,575
225,256
225,560
225,532
225,278
226,266
226,268
226,237
226,335
226,368
226,508
227,325
227,497
227,343
227,410
228,388
228,595
228,246
228,440
228,412
229,384
229,512
229,418
229,297
229,365
229,404
229,361
230,352
230,322
230,489
230,400
231,484
231,269
231,306
231,410
231,317
232,431
232,439
232,504
232,250
233,543
233,304
233,399
234,288
234,544
234,391
234,493
234,567
234,250
235,472
235,384
235,239
236,276
236,468
236,250
236,447
237,593
237,594
237,249
238,325
238,297
238,546
238,434
238,308
238,585
238,248
238,415
239,460
239,433
239,438
239,477
240,449
240,358
240,557
240,508
241,449
241,493
241,334
241,470
241,442
242,324
242,462
242,263
243,453
243,363
243,530
243,564
243,439
244,522
244,373
245,552
245,266
245,586
246,260
246,452
247,423
248,326
249,440
249,458
249,386
250,416
250,324
250,555
250,373
250,573
250,565
251,449
251,361
251,363
251,334
251,442
251,351
252,568
252,564
252,435
252,276
253,576
253,494
253,317
253,350
254,401
254,418
254,298
254,533
255,545
255,582
255,459
255,557
255,525
255,433
255,570
255,317
256,433
256,479
257,314
257,483
257,372
258,426
258,307
258,440
258,346
258,347
259,482
259,355
259,431
259,590
259,374
260,332
260,473
261,394
261,430
261,495
261,276
261,414
262,481
262,266
263,353
263,395
263,366
264,523
264,285
264,510
265,548
265,340
265,473
265,445
265,543
266,544
266,578
266,546
266,596
266,537
266,280
266,436
266,541
267,417
267,402
267,475
267,508
268,388
268,390
268,557
268,400
268,312
268,521
269,496
269,571
270,596
270,452
271,515
271,356
271,551
271,393
271,555
271,556
271,334
271,336
271,563
271,278
272,472
272,544
273,450
273,292
273,563
273,278
274,418
274,442
274,522
274,542
275,591
275,307
275,347
275,381
276,597
276,315
277,309
277,581
277,503
278,315
278,391
278,363
278,593
278,500
278,347
278,453
279,439
280,299
280,593
281,400
281,300
281,592
281,507
281,543
282,472
282,404
282,462
283,585
283,365
283,413
283,445
284,394
284,410
284,311
285,416
285,424
285,330
285,433
285,566
286,296
286,417
286,558
287,321
287,451
287,485
287,552
287,433
287,370
287,373
287,444
288,479
289,582
289,586
289,429
289,350
290,504
290,500
291,437
291,471
291,345
292,417
292,599
292,440
292,508
293,364
293,431
293,443
294,453
294,393
294,361
294,412
295,353
295,521
295,469
295,411
295,444
295,510
296,393
296,397
296,309
296,440
296,538
297,484
297,518
297,586
297,522
298,331
298,565
298,315
298,317
299,482
299,419
299,456
299,364
299,300
299,338
299,533
299,375
299,410
300,558
300,338
300,348
302,523
302,434
302,562
302,470
302,330
303,512
304,593
304,450
304,493
305,453
305,551
306,355
306,598
306,504
306,438
307,320
307,547
307,485
307,429
307,333
307,450
307,310
307,471
308,572
309,546
309,429
309,469
309,474
310,487
310,362
310,583
310,590
310,532
310,446
311,332
311,402
311,501
313,333
313,406
313,511
314,582
314,328
314,556
314,336
314,380
315,432
315,473
316,481
316,491
316,415
317,513
317,581
317,463
317,432
317,562
317,509
318,449
318,339
319,432
319,574
320,351
321,352
321,490
321,485
322,396
322,516
322,523
322,557
323,453
323,525
323,473
323,511
324,422
324,595
324,364
325,463
325,591
326,482
326,341
327,577
328,560
328,430
329,365
329,583
330,461
330,368
330,462
330,507
331,544
331,480
331,593
331,503
332,578
332,407
332,469
332,347
333,512
333,583
333,497
333,474
334,578
334,484
334,465
335,580
335,366
336,359
337,392
337,433
337,474
337,384
337,365
338,579
338,468
338,538
339,514
339,445
339,350
340,447
341,345
342,409
342,581
342,583
342,584
342,502
342,567
343,516
343,392
343,491
343,584
344,425
344,586
344,509
345,360
345,589
345,532
346,527
346,465
346,538
346,475
347,371
347,566
348,545
348,465
348,369
349,360
349,482
350,516
351,557
352,469
352,380
353,495
353,435
353,443
354,446
354,542
354,566
354,431
355,599
355,446
356,492
356,382
357,413
357,416
358,526
358,496
358,440
359,512
359,404
360,579
360,433
362,379
362,483
363,515
363,510
364,387
364,445
364,506
364,477
365,550
365,432
365,511
365,479
366,596
367,430
367,509
367,503
367,440
368,448
368,460
368,433
368,594
368,405
368,406
370,577
370,491
370,599
371,577
371,486
371,568
371,575
372,445
372,437
373,520
373,426
373,430
373,471
374,522
375,426
375,588
375,567
376,481
376,562
376,455
376,380
376,423
377,519
377,533
378,512
378,548
378,391
378,470
379,588
379,465
379,474
380,551
381,510
381,390
382,523
382,493
383,436
383,565
383,526
384,577
384,563
385,386
386,518
386,397
387,443
389,568
389,400
390,499
390,475
391,548
391,568
392,583
392,490
393,555
393,499
393,438
393,535
393,505
394,584
394,444
394,596
394,472
397,465
398,482
398,435
398,569
399,419
399,529
400,509
401,516
401,523
401,501
402,513
403,502
403,494
404,518
404,562
404,596
404,478
406,449
406,410
407,502
407,519
408,537
409,578
409,422
409,459
410,508
410,554
411,517
411,558
412,489
412,556
413,557
413,463
413,433
414,515
414,464
414,472
414,437
414,478
415,578
415,455
415,508
416,584
416,543
416,447
417,474
418,561
418,443
419,586
420,463
420,438
420,538
420,507
423,469
424,475
424,592
424,500
424,536
425,592
425,533
426,473
427,444
428,531
428,469
428,442
429,434
429,493
429,593
431,588
431,444
432,530
434,594
435,546
435,535
436,588
436,465
437,514
437,501
438,455
439,527
439,598
442,480
442,458
442,461
442,570
443,552
443,507
444,460
444,560
445,543
446,529
447,457
447,526
447,595
447,569
448,485
448,564
449,497
450,516
450,462
451,483
453,514
455,512
456,515
456,462
456,560
457,583
457,501
457,503
457,504
457,478
458,567
459,512
459,484
459,597
460,594
461,462
462,593
462,505
463,550
463,464
463,465
463,538
463,575
464,489
464,506
467,573
468,576
468,587
468,558
469,568
470,559
471,489
471,567
476,561
477,554
477,558
478,525
479,530
480,518
480,496
481,482
481,553
481,559
482,578
482,555
482,487
484,529
484,599
485,553
485,496
486,571
487,579
488,545
491,590
491,496
491,570
492,572
492,538
492,499
492,591
493,585
493,529
493,532
495,557
495,581
497,552
497,555
497,595
500,534
500,519
501,586
501,510
504,516
504,588
504,594
505,506
505,539
508,545
508,580
508,571
509,597
509,599
511,593
512,541
513,586
513,537
515,542
518,554
518,564
519,529
519,540
522,545
522,558
526,586
530,545
531,547
531,573
533,552
536,551
537,546
538,590
539,563
540,577
540,569
545,556
545,573
547,556
548,553
551,597
552,568
553,583
558,560
559,576
562,577
563,584
575,581
575,599
577,593
580,599
